objectid,Pulau,Pejabat,id_prov,Provinsi,id_kab,Kabupaten,Jenis Izin,Badan Usaha,Nama Perusahaan,Kode WIUP,Nomor SK,Berlaku,Berakhir,Tahapan,Luas (Ha),Komoditas,kode_golongan,kode_jnskom,Status CNC,Remark,kode_wil,Lokasi Tambang;;;;
"542,SUMATERA,BUPATI,16,SUMATERA SELATAN,03,KAB. MUARA ENIM,IUP,PT,SRIWIJAYA TANSRI ENERGI,3116033032014068,137/KPTS/TAMBEN/2014,2014-01-15,2026-09-09,OPERASI PRODUKSI,9059.0,BATUBARA,3,03,CNC-1, ,KW.ME.01.ER.003,""KEC. GUNUNG MEGANG, RAMBANG DANGKU, DAN TALANG UBI""";;;;
551,SUMATERA,MENTERI,19,KEPULAUAN BANGKA BELITUNG,05,KAB. BANGKA BARAT,IUP,PT,TIMAH TBK,3119052112014084,81201098819560165                                                                                   ,2025-01-22,2035-07-20,OPERASI PRODUKSI,79.71,TIMAH,2,11,CNC-2,,,MENTOK;;;;
552,SUMATERA,MENTERI,19,KEPULAUAN BANGKA BELITUNG,05,KAB. BANGKA BARAT,IUP,PT,TIMAH TBK,3119052112014096,81201098819560112                                                                                   ,2024-08-12,2035-07-20,OPERASI PRODUKSI,617.0,TIMAH,2,11,CNC-18,,,MUNTOK;;;;
"553,SUMATERA,MENTERI,19,KEPULAUAN BANGKA BELITUNG,04,KAB. BANGKA TENGAH,IUP,PT,PREMIUM TIN INDONESIA,3119042112014042,81202181115420003                                                                                   ,2023-06-06,2033-01-10,OPERASI PRODUKSI,73.18,TIMAH,2,11,CNC-17,,,""DESA KERETAK, KEC. SUNGAISELAN, KAB. BANGKA TENGAH""";;;;
557,SUMATERA,MENTERI,19,KEPULAUAN BANGKA BELITUNG,01,KAB. BANGKA,IUP,PT,TIMAH TBK,3119012112014044,81201098819560218                                                                                   ,2025-02-28,2035-07-20,OPERASI PRODUKSI,2217.0,TIMAH,2,11,CNC-14,,,SUNGAI LIAT;;;;
"592,SUMATERA,MENTERI,19,KEPULAUAN BANGKA BELITUNG,04,KAB. BANGKA TENGAH,IUP,PT,TIMAH TBK,3119042112014012,81201098819560111                                                                                   ,2025-05-26,2035-07-21,OPERASI PRODUKSI,5039.17,TIMAH,2,11,CNC-14,,,""DESA BATU BERIGA, KEC. LUBUK BESAR""";;;;
"593,SUMATERA,Menteri,19,KEPULAUAN BANGKA BELITUNG,03,KAB. BANGKA SELATAN,IUP,PT,TIMAH,3119032112014015,81201098819560183,2025-07-19,2035-07-19,OPERASI PRODUKSI,375.0,Timah,2,11,CNC-2,,,""DESA TANJUNG LABU, KEC. LEPAR PONGOK, KAB. BANGKA SELATAN""";;;;
594,SUMATERA,MENTERI,19,KEPULAUAN BANGKA BELITUNG,06,KAB. BELITUNG TIMUR,IUP,PT,TIMAH TBK,3119062112014092,81201098819560159                                                                                   ,2024-12-20,2035-07-21,OPERASI PRODUKSI,4653.0,TIMAH,2,11,CNC-1,,,MANGGAR;;;;
597,SUMATERA,MENTERI,19,KEPULAUAN BANGKA BELITUNG,04,KAB. BANGKA TENGAH,IUP,PT,TIMAH TBK,3119042112014032,81201098819560152                                                                                   ,2025-03-24,2035-07-21,OPERASI PRODUKSI,356.8,TIMAH,2,11,CNC-16,,,KOBA;;;;
"600,KALIMANTAN,BUPATI,62,KALIMANTAN TENGAH,05,KAB. BARITO UTARA,IUP,PT,DUTA SEJAHTERA 1,3362053032014188,188.45/593/2013                                                                                     ,2009-12-17,2028-12-17,OPERASI PRODUKSI,4912.0,BATUBARA,3,03,CNC-2,,,""DESA JUJU BARU, KEC. LAHEI, KAB. BARITO UTARA""";;;;
603,SUMATERA,MENTERI,21,KEPULAUAN RIAU,02,KAB. KARIMUN,IUP,PT,TIMAH TBK,2121002112014014,1042/1/IUP/PMDN/2022                                                                                ,2022-07-13,2033-04-03,OPERASI PRODUKSI,3114.0,TIMAH,2,11,CNC-4,,,KUNDUR BARAT;;;;
"604,KALIMANTAN,BUPATI,65,KALIMANTAN UTARA,01,BULUNGAN,IUP,PT,KAYAN KALTARA COAL,3364043032014123,16/6500/SK-IUP/XII/2015,2015-12-09,2035-12-09,OPERASI PRODUKSI,4197.95,BATUBARA,3,03,CNC-1, ,DPE 64PP,""KEC. TANJUNG PALAS TIMUR, KAB. BULUNGAN""";;;;
"605,KALIMANTAN,GUBERNUR,65,KALIMANTAN UTARA,01,BULUNGAN,IUP,PT,RAPAK ANUGERAH PRIMA COAL,3364043032014124,757/30/IUP-OPERASI-PRODUKSI/DPMPTSP.III/IV/2020,2020-04-12,2035-04-12,OPERASI PRODUKSI,4971.0,BATUBARA,3,03,CNC-1, ,DPE 64 P,""KEC. TANJUNG PALAS - KEC. TANJUNG PALAS BARAT, KAB. BULUNGAN""";;;;
"606,KALIMANTAN,MENTERI,63,KALIMANTAN SELATAN,05,KAB. TAPIN,IUP,CV,TIGA SERANGKAI BINUANG,3363053032014030,02201056014750001                                                                                   ,2024-11-05,2034-09-22,OPERASI PRODUKSI,576.2,BATUBARA,3,03,CNC-1,,,""DESA BITAHAN, KEC. LOKPAIKAT""";;;;
630,SULAWESI,BUPATI,74,SULAWESI TENGGARA,15,BUTON SELATAN,IUP,PT,KARSA CIPTA PERSADA,3474043022014024,941 TAHUN 2013,2013-10-31,2033-10-31,OPERASI PRODUKSI,1722.0,ASPAL,3,02,CNC-8, , ,KEC. SAMPOLAWA;;;;
"632,SULAWESI,GUBERNUR,73,SULAWESI SELATAN,24,LUWU TIMUR,IUP,PT,KAHALA MINERA,3473242122014001,01/01/IUP/PMDN/2025,2025-01-15,2045-01-15,OPERASI PRODUKSI,900.0,NIKEL DMP,2,12,I.T, ,540/2009,""KEC. MALILI, KAB. LUWU TIMUR""";;;;
670,SUMATERA,MENTERI,18,LAMPUNG,06,TANGGAMUS,KK,PT,PARAGON PERDANA MINING,1100004232014101,196.K/30/DJB/2020,2020-07-08,2050-09-17,OPERASI PRODUKSI,1411.0,ZEOLIT,4,23,CNC,GEN IV+,99PK0094,TANGGAMUS;;;;
"676,SULAWESI,GUBERNUR,73,SULAWESI SELATAN,10,KAB. PANGKAJENE DAN KEPULAUAN,IUP,PT,WUTAMA TRI MAKMUR,3473105052014043,29/I.03a/PTSP/2018                                                                                  ,2018-06-05,2026-08-14,OPERASI PRODUKSI,46.0,MARMER,5,05,CNC-5,,,""KEL. KALABBIRANG, KEC. MINASATE'NE, KAB. PANGKAJENE DAN KEPULAUAN""";;;;
682,KALIMANTAN,MENTERI,64,KALIMANTAN TIMUR,07,KUTAI BARAT,KK,PT,KELIAN EQUATORIAL MINING,1300002062014177,506.K/29/DDJP/1992,1992-12-15,,PASCATAMBANG,6685.0,EMAS,2,06,-,GEN III+,02PK0001,KUTAI BARAT;;;;
695,KALIMANTAN,MENTERI,62,KALIMANTAN TENGAH,12,MURUNG RAYA,PKP2B,PT,MARUNDA GRAHAMINERAL,1300003032014097,409.K/30/DJB/2009,2007-02-14,2033-12-20,OPERASI PRODUKSI,5204.0,BATUBARA,3,03,-,GEN II,09PB0025,MURUNG RAYA;;;;
